RecipeItem/0/_ItemName,RecipeItem/1/_ItemName,RecipeItem/2/_ItemName,RecipeItem/3/_ItemName,RecipeItem/4/_ItemName,RecipeItem/5/_ItemName,RecipeItem/6/_ItemName,RecipeItem/7/_ItemName,RecipeItem/8/_ItemName,RecipeItem/9/_ItemName,RecipeItem/9/_itemQuantityText,memo/__cdata,_createDate,_description,_modifyDate,_nutrientRefNum,_primaryKey,_recordType,_useStaticIngrStmt,_userCode,_version,RecipeItem/10/_ItemName,RecipeItem/11/_ItemName,RecipeItem/12/_ItemName,RecipeItem/12/_itemQuantityText,RecipeItem/13/_ItemName,RecipeItem/14/_ItemName,RecipeItem/15/_ItemName,RecipeItem/15/_itemQuantityText,RecipeItem/16/_ItemName,RecipeItem/16/_itemQuantityText,RecipeItem/17/_ItemName,RecipeItem/18/_ItemName,RecipeItem/19/_ItemName,RecipeItem/20/_ItemName

Japanese Rice Wine,Table Salt,Raw Mixed Species Shrimp-Lrg,Canola Oil,Enrich All Purpose Bleached White Flour,Water,Corn Starch,Egg Yolks Raw-Lrg,Table Salt,White Granulated Sugar,,"PREP TIME: 45 Min

COOK TIME: 15 Min

YIELDS: 4 Servings



NOTE: Serve with a hot mustard sauce or sweet and sour sauce. The tempura batter may be used for other recipes. Try it with vegatables.



METHOD:



STEP 1: In a medium bowl, mix rice wine and 1/4 teaspoon salt. Place shrimp (peeled and deveined) into the mixture. Cover and marinate in the refrigerator at least 20 minutes.



STEP 2: Heat 2 quarts oil in deep-fryer or large wok to 375 degrees F (190 degrees C).



STEP 3: In a medium bowl, mix together all-purpose flour, ice water, cornstarch, egg yolk, 1/4 teaspoon salt, white sugar, shortening and baking powder.



STEP 4: One at a time, dip shrimp into the flour mixture to coat. Carefully place a few shrimp at a time in the hot oil. Deep fry until golden brown on all sides, about 1 1/2 minutes. Use a slotted spoon to remove from oil. Drain on paper towels. Serve warm.



NOTE: Based on approximately 32 shrimp per 1/2 lb and approximately 1/2 teaspoon oil retention per shrimp, 5 tablespoons oil used in nutritional analysis for oil from frying.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Sherry Gallier",8/10/05,"Shrimp, tempura, Japanese",8/12/05,241579460,241579460,insert,FALSE,,2.2.0,Household Shortening,Double Acting SodAlumSulft Baking Powder,,,,,,,,,,,,

Beef Ground Hamburger 15% Fat-Bkd,Ground Pork-Ckd,White Onion Cooked Drained Whole-Med,Table Salt,Fresh Parsley-Chpd,Medium Grain Brown Rice-Ckd,Garlic Salt MCC,Black Pepper,Cmrcl Tomato Soup Cond-10.75oz Can,Sauerkraut Canned-w/Liquid,,"PREP TIME: 30 Min

COOK TIME: 1 Hr 30 Min

YIELDS: 8 to 10 Servings



NOTE: 10 servings used for nutritional analysis. This can be made ahead of time and frozen for a few days prior to cooking.



METHOD:



STEP 1: Preheat oven to 350 degrees F (175 degrees C). Bring a pot of water to a boil.



STEP 2: Mix 1 lb raw beef and pork together. Stir in chopped onion, cooked rice, parsley, salt, pepper, garlic salt and 1/2 can of tomato soup. Mix well.



STEP 3: Core head of cabbage, place in boiling water and boil until partly cooked. Separate leaves and trim stems. Reserve about 24 to 32 whole leaves. Cut remaining leaves and line the bottom of large roasting pan.



STEP 4: Lightly pack a small handful of the meat mixture and place in the center of a cabbage leaf. Fold top part of leaf over mixture, then fold in the sides and roll until mixture is completely encased. Lay rolls on top of torn cabbage leaves in pan. Place drained sauerkraut evenly over rolls. Lay bacon on top of sauerkraut. Sprinkle with 1 to 2 tablespoons of sugar. Mix chopped tomatoes and remaining soup with water and pour over rolls. Add additional water to reach top of cabbage rolls.



STEP 5: Bake at 350 degrees F (175 degrees C) for 1 1/2 hours or until cooked through.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Kelly Berenger",8/10/05,"Dish, stuffed cabbage, Slovak",8/12/05,47898015,47898015,insert,FALSE,,2.2.0,Diced Tomatoes-Cnd DLM,"Cabbage Head Lrg 7"" Ckd-Drnd",Cured Bacon-Bkd,,White Granulated Sugar,Water,,,,,,,,

Spinach Fzn-10oz Pkg,Canola Oil,White Onions Chopped Cooked-Drnd,Feta Cheese-Crumbled,Swiss Cheese-Shredded,Parmesan Cheese-Grated,Whole Eggs Raw-Lrg,Fresh Parsley-Chpd,Ground Cinnamon,Salted Butter,,"PREP TIME: 1 Hr 10 Min

COOK TIME: 40 Min

YIELDS: 10 Servings



METHOD:



STEP 1: Preheat oven to 375 degrees F (190 degrees C).



STEP 2: Place spinach (thawed and drained) in a steamer over 1 inch boiling water, and cook. Cook until tender, about 2 to 6 minutes. Drain and press to remove all water. Meanwhile, heat oil in a large skillet over medium heat. Saute the finely chopped onion until tender, but do not brown. Stir in cooked spinach and continue cooking until all moisture has evaporated. Remove from heat and cool to room temperature.  

STEP 3: In a large bowl combine feta cheese, Swiss cheese, Parmesan cheese, beaten eggs, parsley and cinnamon. Stir in spinach and onion mixture.



STEP 4: Brush the bottom of a 17x11 inch jelly roll pan with melted butter. Place 1 sheet of dough in the bottom of the pan; brush with butter. Continue to layer 13 more sheets of dough, brushing every other sheet with butter. Spread spinach and cheese mixture over dough. Continue layering with remaining dough, brushing every other sheet with butter. Tuck edges of dough under. Brush top sheet with butter and, using a sharp knife, score top layer into diamonds.



STEP 5: Bake in preheated oven for 40 minutes, or until golden brown.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by bea",8/10/05,"Dish, spanakopita, Greek",8/12/05,642862317,642862317,insert,FALSE,,2.2.0,Phyllo Dough Pastry Crust-1 Sheet,,,,,,,,,,,,,

Beef Ground Hamburger 10%Fat-Pan Browned,White Onions Chopped Cooked-Drnd,Sweet Green Bell Peppers Chpd Ckd-Drnd,Crushed Tomatoes-Cnd,Water,Enrich Long Grain White Rice-Dry,Chili Sauce DLM,Table Salt,Brown Sugar-Packed,Ground Cumin Seed AST,,"PREP TIME: 15 Min

COOK TIME: 45 Min

YIELDS: 4 Servings



METHOD:



STEP 1: Preheat oven to 375 degrees F (190 degrees C).



STEP 2: Brown 1 lb raw ground beef in a large skillet over medium -high heat. Drain excess fat and transfer beef to a large pot over medium low heat. Stir in chopped onion, chopped green bell pepper, tomatoes, water, rice, chile sauce, salt, brown sugar, cumin, Worcestershire sauce and ground black pepper.



STEP 3: Let this simmer for about 30 minutes, stirring occasionally, then transfer to a 2-quart casserole dish. Press down firmly and sprinkle with shredded Cheddar cheese.



STEP 4: Bake at 375 degrees F (190 degrees C) for 10 to 15 minutes, or until cheese is melted and bubbly. Garnish with chopped fresh cilantro.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Melodie Keaunui",8/10/05,"Dish, rice bake, Spanish",8/30/05,211239969,211239969,insert,FALSE,,2.2.0,Worcestershire Sauce,Black Pepper,Cheddar Cheese-Shredded,,Fresh Cilantro-Leaves,,,,,,,,,

"Peeled Potato Cooked-3"" to 4.25""",3.25% Whole Milk,Salted Butter,WhiteOnion Cooked Drained Whole-Lrg,Cured Corned Beef Slices-Cnd,Table Salt,Black Pepper,,,,,"PREP TIME: 10 Min

COOK TIME: 30 Min

YIELDS: 4 Servings



NOTE: Serve with oatcakes.



METHOD:



STEP 1: In a saucepan, combine potatoes (peeled and cubed) and milk. Bring to a boil, reduce heat, and simmer until potatoes are tender, about 30 minutes.



STEP 2: While potatotes are simmering, melt butter in a skillet over medium high heat. Saute roughly chopped onions until soft and translucent.



STEP 3: When potatoes are soft, mix in sauteed onions and corned beef (cut into chunks). Cook an additional 10 minutes, or until heated through. Season with salt and pepper to taste.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Kookie



",8/10/05,"Dish, stovies, Scottish",8/11/05,296727300,296727300,insert,FALSE,,2.2.0,,,,,,,,,,,,,,

Canola Oil,"Beef Top Sirloin Stk All 1/8""Trim-Brld",Tamari Soy Sauce,MSG Flavor Enhancer TKI,Chicken Broth-rts Can,White Granulated Sugar,White Onion Cooked Drained Whole-Sml,Diced Celery Cooked-Drnd,Bamboo Shoots Slices Canned-Drnd,Fresh Green Onions Bulb & Tops-Med,,"PREP TIME: 10 Min

COOK TIME: 20 Min

YIELDS: 6 Servings



NOTE: Serve over noodles or rice.



METHOD:



STEP 1: Heat oil in a large skillet or wok over medium-high heat. Brown beef in hot oil, then stir in soy sauce, MSG, broth, and sugar. Mix in sliced onions and chopped celery, and cook until tender. Stir in drained and chopped bamboo shoots, sliced green onions, drained mushrooms, and drained water chestnuts. Reduce heat to medium, stir in cornstarch, and simmer until sauce is thicken.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Sara",8/11/05,"Dish, beef, sukiyaki, Japanese",2/3/09,18529245,18529245,insert,FALSE,,2.2.0,Mushroom Drained-Can,Chinese Waterchestnuts Whole w/Liq-Cnd,Corn Starch,,,,,,,,,,,

Pineapple Chunks w/Juice-Cnd,Soy Sauce-f/Soy,Distilled Vinegar,Brown Sugar-Packed,Enrich All Purpose Bleached White Flour,Sweet Green Bell Peppers Chpd Ckd-Drnd,Chopped Celery-Steamed,Chinese Waterchestnut Slices w/Liq-Cnd,Chicken Broil/Fry Whl w/oSkin Chpd-Rstd,,,"PREP TIME: 10 Min

COOK TIME: 20 Min

YIELDS: 6 Servings



NOTE: Serve over hot rice.



METHOD:



STEP 1: In a large saucepan over medium-high heat, blend reserved pineapple juice, soy sauce, vinegar, and brown sugar. Mix in flour, and stir until thickened.



STEP 2: Stir in 1-1/2 diced bell peppers, chopped celery, and drained and sliced water chestnuts into the saucepan. Mix in cooked chicken (cut into strips). Cook and stir until heated through. Stir in the pineapple chunks before serving.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Sal",8/11/05,"Dish, chicken, sweet & sour, Asian",8/30/05,423041663,423041663,insert,FALSE,,2.2.0,,,,,,,,,,,,,,

Pork Tenderloin Lean-Rstd,Table Salt,Baking Soda,Water,Whole Eggs Raw-Lrg,Bitter Cassava Flour/Meal INTL,Canola Oil,Sweet Green Bell Peppers Chpd Ckd-Drnd,Fresh Hot Red Chili Peppers,Crushed Pineapple w/Juice-Cnd,,"PREP TIME: 15 Min

COOK TIME: 15 Min

YIELDS: 4 Servings



METHOD:



STEP 1: Arrange pork medallions on a cutting board and cover with a sheet of plastic wrap. Using a mallet or the back of a knife, pound the pork until each medallion is fairly flat, about 1/4 inch thick.



STEP 2: Cut each medallion into 1 inch square pieces. In a medium bowl, combine the salt, baking soda and 1 tablespoon water. Place the pork pieces in the bowl and turn to coat.



STEP 3: Place 1/4 cup cassava flour (tapioca flour) in a large, resealable plastic bag. Place the pork pieces in the bag with the flour and shake the meat around until all the pieces are coated with the flour.



STEP 4: Heat the oil in a large skillet over medium high heat. Place the pork pieces in the oil and fry for 5 to 10 minutes, or until golden brown. Remove the pork from the oil and set aside.



STEP 5: In the same skillet over medium high heat, combine one chopped green bell pepper, chopped red chile pepper (optional), pineapple, chopped onion, and chopped tomato and saute for 5 minutes.



STEP 6: To Make Gravy: In a separate small bowl, combine the white sugar, salt, cornstarch, vinegar, ketchup, plum sauce and 5 tablespoons water. Mix well and pour this into the skillet with the vegetables.



STEP 7: Reduce heat to low and let simmer for 5 to 10 minutes, allowing the gravy to thicken. Return the pork pieces to the skillet, mix all together well and serve.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Jennifer",8/11/05,"Pork, patties, sweet & sour, Asian",8/30/05,237754296,237754296,insert,FALSE,,2.2.0,White Onion Cooked Drained Whole-Med,"Fresh Red Tomatoes YearRndAvg Med-2 3/5""",White Granulated Sugar,,Table Salt,Corn Starch,Distilled Vinegar,,Ketchup,,Plum Sauce-rts,Water,,

Smoked Turky&Beef Polish KielbasaSausage,Worcestershire Sauce,Fresh Lemon Juice,White Onion Cooked Drained Whole-Med,Brown Sugar-Packed,Hot/Pepper Sauce-rts,Water,,,,,"PREP TIME: 1 Hr

COOK TIME: 1 Hr

YIELDS: 4 Servings



METHOD:



STEP 1: Place sausage (cut into 1 inch pieces) in a large saucepan. Add water to cover and simmer over low heat for 1 hour. Drain, remove sausage and set aside.



STEP 2: Preheat oven to 350 degrees F (175 degrees C).



STEP 3: In the same saucepan combine the Worcestershire sauce, lemon juice, chopped onion, sugar, hot pepper sauce and water. Bring all to a boil, stirring. Place reserved sausage in a 9x13 inch baking dish and cover it with the sauce mixture.



STEP 4: Bake at 350 degrees F (175 degrees c) for 1 hour.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by: Bea",8/11/05,"Dish, sausage, Polish",8/15/05,84506451,84506451,insert,FALSE,,2.2.0,,,,,,,,,,,,,,

"Beef Top Sirloin All Lean 1/8""Trim-Brld",Soy Sauce-f/Soy,Corn Starch,Crushed Red Chili Pepper Flakes,Fresh Garlic Cloves,Canola Oil,Broccoli Chopped Cooked-Drnd,White Onion Cooked Drained Whole-Sml,Chinese Waterchestnuts Whole w/Liq-Cnd,Chicken Broth-rts Can CAM-HR,,"PREP TIME: 10 Min

COOK TIME: 10 Min

YIELDS: 6 Servings



METHOD:



STEP 1: Toss beef (cut into bite size strips) with soy sauce, cornstarch, crushed red pepper, and minced garlic in non-metal bowl. Cover the refrigerate 20 minutes.



STEP 2: Heat oil in wok or large skillet over high heat. Stir fry beef until no longer pink, 5 minutes. Stir in broccoli, wedged onions, and drained water chestnuts; cook 2 minutes. Pour in broth, and bring to a boil. Stir in peanuts, cook one minute more, and serve.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Christine",8/11/05,"Dish, beef, szechuan, Chinese",8/30/05,23974782,23974782,insert,FALSE,,2.2.0,Dry Roasted Peanuts-Unsalted,,,,,,,,,,,,,

Bulgur Wheat-Dry,Water,Olive Salad/Cooking Oil,Fresh Lemon Juice,Fresh Green Onions Bulbs & Tops-Chpd,Fresh Parsley-Chpd,Fresh Peppermint,"Fresh Red Tomatoes YearRndAvg Med-2 3/5""",Fresh Cucumber Peeled-Med,Table Salt,,"PREP TIME: 10 Min

YIELDS: 8 Servings



METHOD:



STEP 1: Combine bulgur and boiling water in a large bowl. Cover, and set aside to soak for 1 hour.



STEP 2: Add oil, lemon juice, onions, parsley, chopped mint, chopped tomatoes, and cucumber (peeled, seeded and chopped); toss to combine. Season to taste with salt and black pepper. Cover, and refrigerate for at least 1 hour.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by jen",8/11/05,"Dish, tabbouleh, Lebanese",8/15/05,372432717,372432717,insert,FALSE,,2.2.0,Black Pepper,,,,,,,,,,,,,

Chunky Peanut Butter,Fresh Green Onions Bulbs & Tops-Chpd,Soy Sauce-f/Soy,Fresh Lemon Juice,Brown Sugar-Packed,Fresh Garlic Cloves,Ground Coriander AST,Dried Ground Cayenne Pepper,Pork Tenderloin-Rstd,Chinese Waterchestnuts Whole w/Liq-Cnd,,"PREP TIME: 45 Min

COOK TIME: 10 min

YIELDS: 4 Servings



METHOD:



STEP 1: In a medium bowl, mix peanut butter, finely chopped green onions, soy sauce, lemon juice, brown sugar, minced garlic, coriander, and cayenne pepper; add pork (cubed), and stir to coat. Cover, and marinate in the refrigerator at least 30 minutes.



STEP 2: Preheat grill for high heat. Thread marinated pork, water chestnuts, one green bell pepper (cut into 2 inch pieces), one ed bell pepper (cut into 2 inch pieces), and chopped sweet onion alternately onto skewers. Transfer remaining marinade to a small saucepan, bring to a boil, and cook for several minutes.



STEP 3: Lightly oil grate. Cook skewers for 10 minutes, or to desired doneness. Turn skewers while grilling to cook evenly, and brush with boiled marinade during last few minutes.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Paul",8/11/05,"Pork, satay, Thai",8/30/05,55486354,55486354,insert,FALSE,,2.2.0,Sweet Green Bell Peppers Chpd Ckd-Drnd,Sweet Red Bell Peppers Chpd Ckd-Drnd,White Onion Cooked Drained Whole-Sml,,,,,,,,,,,

Beef Ground Hamburger 10% Fat-Bkd,Ground Pork-Ckd,White Onion Cooked Drained Whole-Sml,Fresh Garlic Cloves,Municipal Tap Water,Celery Stalk Cooked-Drnd,Whole Carrots Cooked-Drnd,Dehyd Chicken Broth-Cube,"Peeled Potato Cooked-2.25"" to 3.25""",Black Pepper,,"PREP TIME: 30 Min

COOK TIME: 45 Min

YIELDS: 6 Servings



NOTE: Recipe can be frozen for later use.



METHOD:



STEP 1: Brown 1/2 lb raw beef and pork with finely chopped onion and minced garlic in a large skillet. Drain and stir in 3/4 cup water, finely chopped celery, finely chopped carrot, bouillon and 1 bay leaf. Simmer for 10 minutes over medium heat; remove from heat and discard bay leaf.



STEP 2: Preheat oven to 350 degrees F (175 degrees C).



STEP 3: Stir finely chopped potato, pepper, cinnamon, cloves and nutmeg into skillet mixture, then spoon mixture into pie shell. In a small bowl, combine egg yolk and 1 tablespoon water to make egg wash; brush edge of crust with wash, then carefully add top crust and seal edges. Make several slits in top crust; brush with remaining egg mixture.



STEP 4: Bake in preheated over for 45 minutes, or until golden brown.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Wendy",8/11/05,"Dish, meat pie, Canadian",2/3/09,534926390,534926390,insert,FALSE,,2.2.0,Ground Cinnamon,Ground Cloves,Ground Nutmeg,,"Single Pie Crust Prep f/Rec Unbkd-9""",Egg Yolks Raw-Lrg,Municipal Tap Water,,,,,,,

Cured Bacon-Pan Fried,Baked Potato w/Skin Unsalted-Med,WhiteOnion Cooked Drained Whole-Lrg,Table Salt,Black Pepper,"Lamb Composite Choice Lean 1/4"" Trim-Ckd",Beef Gravy-Prep f/Recipe SVY,,,,,"PREP TIME: 20 Min

COOK TIME: 2 Hrs

YIELDS: 6 Servings



NOTE: Beef may be substituted for lamb, great for leftovers.



METHOD:



STEP 1: Place bacon in a large, deep skillet. Cook over medium-high heat until evenly brown. Drain, crumble and set aside. Place thinly sliced potatoes in saucepan with one inch of water. Bring to a boil over medium-high heat, and cook until tender but not mushy, about 5 minutes. Drain and set aside to cool.



STEP 2: Preheat the oven to 350 degrees F (175 degrees C). Cover the bottom of a 1 1/2 quart casserole dish with 1/2 cup gravy. Layer half of the meat over the gravy, then spinkle half of the crumbled bacon. Arrange 1/2 of the sliced onion over the meat, and then half of the potatoes. Repeat layers, and pour remaining gravy over the top.



STEP 3: Bake, covered, for one hour in the preheated oven. Remove lid, and bake for an additional 15 minutes, or until potatoes are browned.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Amanda Fair",8/11/05,"Dish, lancashire hot pot, British",8/30/05,120367922,120367922,insert,FALSE,,2.2.0,,,,,,,,,,,,,,

Fresh Cucumber Peeled-Med,Table Salt,Fresh Garlic Cloves,Fresh Lemon Juice,LowFat Plain Yogurt w/12gProtein Per Cup,Distilled Vinegar,Olive Salad/Cooking Oil,,,,,"PREP TIME: 15 Min

YIELDS: 8 Servings (2 Cups)



METHOD:



STEP 1: Place peeled, seeded and quartered cucumbers in a small colander and sprinkle with salt. Allow to drain 30 minutes. Pat dry with paper towels and chop coarsely in food processor. Drain cucumbers in colander for an additional 30 minutes.



STEP 2: Place cucumbers back into food processor with minced garlic, lemon juice, yogurt, and vinegar. Blend well. Adjust vinegar and salt to taste. Pour in olive oil and blend until ingredients are well combined. Refrigerate until ready to serve.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Cayce",8/12/05,"Dip, tzatziki, Greek",8/12/05,323455860,323455860,insert,FALSE,,2.2.0,,,,,,,,,,,,,,

Salted Butter,White Onion Cooked Drained Whole-Med,Unsweetened Baked Apples SVY,Red Cabbage Shredded Cooked-Drnd,Beef Stock,Cider Vinegar,Brown Sugar-Packed,Table Salt,Black Pepper,Celery Seed,,"YIELDS: 7 Servings



NOTE: Garnish with sour cream and chopped apple.



METHOD:



STEP 1: In a large saucepan, saute the peeled, cored and sliced Granny Smith apple and thinly sliced onion in the butter until tender. Stir in the cabbage and saute for 5 more minutes.



STEP 2: Pour in stock and vinegar; bring to a boil. Reduce heat and stir in sugar, salt, pepper, celery seed, and raisins. Simmer. uncovered, for an hour. Stir in apple butter.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Holl",8/12/05,"Soup, sweet & sour cabbage, Ukrainian",8/30/05,430355704,430355704,insert,FALSE,,2.2.0,Seedless Raisins-Unpacked Cup,Apple Butter,,,,,,,,,,,,

Enrich All Purpose Bleached White Flour,Table Salt,Double Acting SodAlumSulft Baking Powder,Salted Butter,Whole Eggs Raw-Lrg,Distilled Vinegar,Water,Mature Lentil Beans-Ckd,Baked Potato w/Skin Unsalted-Med,White Onion Cooked Drained Whole-Med,,"PREP TIME: 40 Min

COOK TIME: 30 Min

Yields: 6 Servings



METHOD:



STEP 1: Preheat the oven to 350 degrees F (175 degrees C).



STEP 2: Make the dough: mix flour, salt, and baking powder together in a medium sized mixing bowl. Cut in butter. Stir in eggs, vinegar and 1/2 cup water. Continue stirring until dough is moist enough to be formed into a ball (add more water if necessary). Form the dough into a large ball.



STEP 3: Make the filling: bring a pot of 3 cups water to a boil, add lentils and continue to boil for 30 to 45 minutes; until lentils are tender. Watch the lentils and add more water if necessary.



STEP 4: Wrap the potatoes in aluminum foil and bake them for 30 minutes in the preheated oven. When the potatoes have cooled, cut them into small pieces and mix them with the lentils.



STEP 5: In a frying pan, saute chopped onions with oil. Stir the onions into the potato-lentil mixture; season with salt and stir.



STEP 6: Divide the dough into six 8-inch circles. Lay the circles on a flat, floured surface. Place one cup of filling into the center of each circle. Fold the dough around the filling; seal the edges and arrange the pasties on an ungreased cookie sheet. Bake for one hour in the preheated oven.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Ada

",8/12/05,"Dish, vegetarian pasties, British",9/16/05,590398137,590398137,insert,FALSE,,2.2.0,Olive Salad/Cooking Oil,Table Salt,,,,,,,,,,,,

Chow Mein Noodles-Dry,Canola Oil,Mushroom Pieces Cooked-Drnd,Bamboo Shoots Canned-Svg CON-HL,Diced Celery Cooked-Drnd,Steamed Mature Soybean Sprouts,Fresh Garlic Cloves,Table Salt,Vegetable Broth-Cnd CAM-SW,White Granulated Sugar,,"PREP TIME: 15 Min

COOK TIME: 10 Min

YIELDS: 6 Servings



METHOD:



STEP 1: Bring a large pot of lightly salted water to a boil. Add Chinese (chow mein or lo mein) noodles and cook about 2 to 4 minutes; drain.



STEP 2: In a large skillet or wok over high heat with a small amount of oil; cook mushrooms, bamboo shoots, celery, bean sprouts and chopped garlic. Mix in salt, broth, sugar, water, soy sauce and oyster sauce; stir. Add flour and cook until thickened. Pour over noodles and toss lightly.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Sara",8/15/05,"Dish, vegetarian lo mein, Chinese",8/30/05,552206470,552206470,insert,FALSE,,2.2.0,Water,Soy Sauce-f/Soy,Oyster Sauce-rts,,Enrich All Purpose Bleached White Flour,,,,,,,,,

Veal Composite Lean-Ckd,Enrich All Purpose Bleached White Flour,Whole Eggs Raw-Lrg,Canola Oil,Table Salt,Black Pepper,Dry Bread Crumbs,Canola Oil,,,,"PREP TIME: 20 Min

COOK TIME: 15 Min

YIELDS: 8 Servings



METHOD:



STEP 1: Cut the veal into steaks, about as thick as your finger. Dredge in flour. In a shallow dish, beat the eggs with 1 tablespoon oil, salt and pepper to taste. Coat the veal with egg mixture, then with bread crumbs.



STEP 2: Heat 1/4 cup oil in a heavy skillet over medium heat.

Fry veal until golden brown, about 5 minutes on each side.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Carolin",8/15/05,"Dish, wiener schnitzel, German",8/17/05,98291325,98291325,insert,FALSE,,2.2.0,,,,,,,,,,,,,,

Pork Chop Whole Loin Lean-Rstd,Mixed Species Shrimp Large-Stmd,Brown Sugar-Packed,Japanese Rice Wine,LowSodium Soy Sauce f/Wheat & Soy,Fresh Green Onions Bulbs & Tops-Chpd,Fresh Ginger Root,"Wonton Wrappers-3.5"" Square",Chicken Stock-Prep f/Recipe,Fresh Green Onions Bulbs & Tops-Chpd,,"YIELDS: 8 Servings



NOTE: Nutritional analysis does not include oil that may be absorbed if wontons are fried.



METHOD:



STEP 1: In a large bowl, combine coarsely chopped pork, peeled and finely chopped shrimp, sugar, wine, soy sauce, 1 teaspoon chopped green onions and chopped ginger. Blend well, and let stand for 25 to 30 minutes.



STEP 2: Place about one teaspoon of the filling at the center of each wonton skin. Moisten all 4 edges of wonton wrapper with water, then pull the top corner down to the bottom, folding the wrapper over the filling to make a triangle. Press edges firmily to make a seal. Bring left and right corners together above the filling. Overlap the tips of these corners, moisten with water and press together. Contine until all wrappers are used.



STEP 3: FOR SOUP: Bring the chicken stock to a rolling boil. Drop wontons in, and cook for 5 minutes. Garnish with chopped green onion and serve.



NOTES: Uncooked wontons will keep in freezer for 2 months if well wrapped. Thaw before frying, but they can be boiled straight from frozen and cooked 2 minutes longer.

TO FRY: Heat 2 to 3 cups of oil in a wok until hot. Deep-fry wontons in batches until golden, 2 to 3 minutes on each side. Drain. Serve with dipping sauce or duck sauce, also called plum sauce.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Holly",8/15/05,"Soup, wonton, Chinese",2/3/09,153596180,153596180,insert,FALSE,,2.2.0,,,,,,,,,,,,,,

"Smoked Pork Sausage Link-4"" x 1 1/8""","Peeled Potato Cooked-1.75"" to 2.5""",White Onions Chopped Cooked-Drnd,Cured Bacon-Pan Fried,Fresh Garlic Cloves,Fresh Kale Cabbage Cooked-Drnd,Dehyd Chicken Bouillon,Municipal Tap Water,Heavy Whipping Cream,,,"PREP TIME: 15 Min

COOK TIME: 55 Min

YIELDS: 6 Servings



METHOD:



STEP 1: Preheat oven to 300 degrees F (150 degrees C).



STEP 2: Layer the sausage links onto a baking sheet and bake for 25 minutes, or until done. Cut in half length-wise, then cut at an angle into 1/2 inch slices.



STEP 3: Place onions and bacon in a large saucepan and cook over medium heat until onions are almost clear.



STEP 4: Remove bacon and crumble. Set aside.



STEP 5: Add garlic to the onions and cook an additional 1 minute. Add chicken base or bouillon, water, and potatoes (cut into 1/4 inch slices), simmer 15 minutes.



STEP 6: Add crumbled bacon, sausage, shredded kale, and cream. Simmer 4 minutes and serve.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by Holly",8/15/05,"Soup, zuppa toscana, Italian",2/3/09,146772185,146772185,insert,FALSE,,2.2.0,,,,,,,,,,,,,,

Italian Sweet Sausage Link,White Onions Chopped Cooked-Drnd,Fresh Garlic Cloves,Beef Stock,Water,Red Wine,"Fresh Red Tomatoes YearRndAvg Med-2 3/5""",Carrot Slices Cooked-Drnd,Ground Basil,Oregano-Ground,,"PREP TIME: 15 Min

COOK TIME: 55 Min

YIELDS: 6 Servings



METHOD:



STEP 1: Place the sausage (casings removed) in a large pot over medium high heat and saute for 10 minutes, or until well browned. Drain the fat except for about 1 tablespoon, add the onions and minced garlic and saute for 5 more minutes.



